vOTU	MI02	MI09	MI13	MI20	MII02	MII09	MII13	MII20	MIII02	MIII09	MIII13	MIII20
vsNODE443_01	0	6258	0	0	0	6721	0	0	0	5525	0	0
vsNODE445_01	4441	0	0	0	4607	0	0	0	4934	0	0	0
vsNODE447_01	3442	0	0	0	3740	0	0	0	4081	0	0	0
vsNODE449_01	37900	1224	0	0	34252	1441	0	0	33342	2446	0	0
vsNODE454_01	3819	0	0	0	4682	0	0	0	4608	0	0	0
vsNODE465_01	17312	0	0	0	16840	0	0	0	14731	1081	0	0
vsNODE466_01	0	10145	0	0	0	11714	0	0	0	8871	0	0
vsNODE471_01	14830	3084	0	0	15069	3694	0	0	13332	5735	0	0
vsNODE473_01	1362	2648	0	0	0	3856	0	0	1550	5535	0	0
vsNODE473_02	24905	41308	0	1268	24094	45637	0	960	24576	45606	0	0
vsNODE477_01	6512	0	0	0	6579	0	0	0	6625	0	0	0
vsNODE483_01	0	4117	0	0	0	4531	0	0	0	4746	0	0
vsNODE487_01	0	0	1107	2917	0	0	648	2731	0	0	0	1772
vsNODE487_02	3670	0	0	0	3222	0	0	0	2830	1484	0	0
vsNODE493_01	5838	0	0	0	6601	0	0	0	6750	0	0	0
vsNODE495_01	0	0	2061	2960	0	0	1987	2674	0	0	1404	1792
vsNODE495_02	7426	661	0	0	7409	0	0	0	6205	1587	0	0
vsNODE496_01	0	11098	0	0	0	10189	0	0	0	7196	0	0
vsNODE496_02	70697	15877	0	0	74187	20096	0	0	72965	32691	0	0
vsNODE5_01	8568	4536	0	0	6892	5567	0	0	8725	7495	0	0
vsNODE504_01	0	9637	0	0	0	7598	0	0	0	6578	0	0
vsNODE505_01	0	9603	0	0	0	8656	0	0	0	7435	0	0
vsNODE506_01	0	2535	0	0	0	2772	0	0	0	2607	0	0
vsNODE507_01	0	8403	0	0	0	8571	0	0	0	6612	0	0
vsNODE508_01	0	0	11587	13614	0	0	11376	11825	0	0	12149	11501
vsNODE510_01	0	0	3198	6763	0	0	2622	7348	0	0	3027	6841
vsNODE510_02	9531	2890	0	0	9357	3591	0	0	8660	5376	0	0
vsNODE513_01	0	2202	0	0	0	2704	0	0	0	3110	0	0
vsNODE513_02	0	4052	0	0	0	2543	0	0	0	1295	0	0
vsNODE513_03	9542	0	0	0	8972	0	0	0	9873	1960	0	0
vsNODE516_01	4333	1235	0	0	3859	1974	0	0	4181	2347	0	0
vsNODE520_01	0	5502	0	0	0	5437	0	0	0	5016	0	0
vsNODE520_02	4545	0	0	0	2489	0	0	0	4724	1317	0	0
vsNODE527_01	5725	0	0	0	4324	0	0	0	5595	1574	0	0
vsNODE527_02	5638	0	0	0	6361	0	0	0	5819	0	0	0
vsNODE537_01	25763	0	0	0	25379	0	0	0	24745	1016	0	0
vsNODE54_01	0	0	9628	189890	0	0	6423	153726	0	0	5551	124421
vsNODE54_02	24359	3228	0	0	23240	3844	0	0	22757	5341	0	0
vsNODE540_01	3201	1971	0	0	2975	0	0	0	5803	4674	0	0
vsNODE541_01	4185	0	0	0	3743	0	0	0	3782	1536	0	0
vsNODE541_02	5863	1005	0	0	6975	0	0	0	7122	1258	0	0
vsNODE548_01	13049	0	0	0	13773	1679	0	0	14060	2618	0	0
vsNODE549_01	0	3933	0	0	0	3724	0	0	0	3155	0	0
vsNODE550_01	2100	3812	0	0	2306	5553	0	0	0	7374	0	0
vsNODE564_01	0	19067	0	0	0	15776	0	0	0	10501	0	0
vsNODE566_01	0	7081	0	0	0	6155	0	0	0	6543	0	0
vsNODE567_01	5763	4580	0	0	2814	3885	0	0	5121	9750	0	0
vsNODE574_01	0	8185	0	0	0	8239	0	0	0	6610	0	0
vsNODE574_02	14644	2434	0	0	16015	4151	0	0	17176	4593	0	0
vsNODE576_01	47357	9658	0	0	50179	14337	0	0	46193	21833	0	0
vsNODE579_01	1252	1725	0	0	0	2619	0	0	0	3685	0	0
vsNODE58_01	5439	0	1215	17058	7016	0	1782	4762	4437	0	1207	6601
vsNODE590_01	0	4100	0	0	0	3952	0	0	0	3685	0	0
vsNODE598_01	0	1728	0	0	0	1506	0	0	0	2517	0	0
vsNODE599_01	4941	0	0	0	3644	1288	0	0	5006	1255	0	0
vsNODE6_01	0	0	9213	40642	0	0	9493	39930	0	0	8838	39261
vsNODE60_01	5574	0	0	0	6565	0	0	0	5964	0	0	0
vsNODE60_02	8390	0	0	0	8915	0	0	0	9747	901	0	0
vsNODE606_01	0	2477	0	0	0	3767	0	0	0	3268	0	0
vsNODE609_01	4882	0	0	0	3051	0	0	0	4202	0	0	0
vsNODE613_01	21364	3677	0	0	19464	3794	0	0	18210	5802	0	0
vsNODE614_01	3591	11022	0	0	4055	13413	0	0	4696	17960	0	0
vsNODE618_01	0	3497	0	0	0	4880	0	0	0	6655	0	0
vsNODE62_01	13707	0	0	0	13550	0	0	0	13454	1191	0	0
vsNODE621_01	8611	929	0	0	8126	0	0	0	7822	2152	0	0
vsNODE622_01	0	3943	0	0	0	3469	0	0	0	2720	0	0
vsNODE623_01	4470	0	0	0	4776	0	0	0	4543	0	0	0
vsNODE624_01	3324	0	0	0	2149	0	0	0	4095	843	0	0
vsNODE63_01	0	0	3024	2708	0	0	2721	2428	0	0	2227	2057
vsNODE630_01	8743	1422	0	0	9417	2408	0	0	9189	3626	0	0
vsNODE633_01	4392	0	0	0	5318	0	0	0	5371	2386	0	0
vsNODE637_01	5546	4306	0	0	4633	5218	0	0	5121	5670	0	0
vsNODE64_01	0	7871	0	0	0	6967	0	0	0	9816	0	0
vsNODE64_02	24338	0	0	0	27372	0	0	0	26656	2270	0	0
vsNODE64_03	15426	955	0	0	16562	1374	0	0	18043	2256	0	0
vsNODE640_01	5913	0	0	0	5812	1452	0	0	6216	1342	0	0
vsNODE642_01	0	2235	0	0	0	1851	0	0	0	1829	0	0
vsNODE647_01	4751	0	0	0	4929	0	0	0	4163	0	0	0
vsNODE65_01	38734	1568	0	0	36996	2890	0	0	33821	4739	0	0
vsNODE65_02	0	4762	0	0	0	6093	0	0	0	6437	0	0
vsNODE651_01	5993	706	0	0	6231	0	0	0	6909	1438	0	0
vsNODE655_01	9198	1581	0	0	7928	0	0	0	6386	2238	0	0
vsNODE658_01	0	2685	0	0	0	1923	0	0	0	1445	0	0
vsNODE658_02	4028	0	0	0	2283	0	0	0	3951	1760	0	0
vsNODE660_01	0	5011	0	0	0	4925	0	0	0	4746	0	0
vsNODE661_01	10932	0	0	0	11927	0	0	0	9367	0	0	0
vsNODE661_02	5881	0	0	0	5622	0	0	0	4790	0	0	0
vsNODE666_01	4449	0	0	0	5046	0	0	0	4366	0	0	0
vsNODE668_01	23149	1035	0	0	24341	1457	0	0	22985	2338	0	0
vsNODE67_01	0	0	4317	26008	0	0	3541	20386	0	0	3535	18157
vsNODE678_01	13021	0	0	0	15191	0	0	0	15313	2309	0	0
vsNODE68_01	0	0	1973	10885	0	0	1468	8733	0	0	1774	8134
vsNODE682_01	3993	865	0	0	3937	0	0	0	4036	2004	0	0
vsNODE69_01	0	3012	0	0	0	2833	0	0	0	2336	0	0
vsNODE690_01	4391	1099	0	0	4956	1488	0	0	4887	2451	0	0
vsNODE691_01	22272	3145	0	0	20835	3964	0	0	22756	5534	0	0
vsNODE698_01	11736	916	0	0	9830	0	0	0	12772	2322	0	0
vsNODE7_01	15252	1255	0	0	15355	1827	0	0	14201	2974	0	0
vsNODE7_02	6275	0	0	0	6130	0	0	0	5792	1815	0	0
vsNODE7_03	6188	0	0	0	6235	0	0	0	6588	1476	0	0
vsNODE703_01	7019	0	0	0	5515	0	0	0	5547	0	0	0
vsNODE712_01	4258	0	0	0	3276	0	0	0	3762	0	0	0
vsNODE732_01	3566	0	0	0	3576	0	0	0	3306	1146	0	0
vsNODE744_01	6176	658	0	0	5012	0	0	0	5961	1454	0	0
vsNODE75_01	0	4063	0	0	0	2901	0	0	0	2363	0	0
vsNODE764_01	0	6613	0	0	0	5461	0	0	0	6333	0	0
vsNODE77_01	4797	0	0	0	3297	0	0	0	4238	1066	0	0
vsNODE78_01	5214	0	0	0	3707	0	0	0	5383	1827	0	0
vsNODE78_02	11025	1128	0	0	11398	1739	0	0	11346	2415	0	0
vsNODE78_03	0	0	1187	5184	0	0	886	3854	0	0	0	3359
vsNODE785_01	6735	0	0	0	4528	0	0	0	8956	2695	0	0
vsNODE787_01	5370	0	0	0	5517	0	0	0	6060	0	0	0
vsNODE798_01	25139	0	0	0	26004	0	0	0	25338	1182	0	0
vsNODE8_01	0	3106	0	0	0	3957	0	0	0	5387	0	0
vsNODE82_01	0	4100	0	0	0	2734	0	0	0	1570	0	0
vsNODE83_01	26577	2797	0	0	25821	3838	0	0	26650	6133	0	0
vsNODE83_02	26215	2596	0	0	24647	3638	0	0	26149	5833	0	0
vsNODE85_01	0	3311	0	0	0	4101	0	0	0	4197	0	0
vsNODE87_01	0	0	1152	6941	0	0	855	5106	0	0	0	4447
vsNODE87_02	0	0	0	2160	0	0	0	3335	0	0	0	3814
vsNODE89_01	9465	0	0	0	11583	0	0	0	11315	1678	0	0
vsNODE94_01	4916	0	0	0	3767	0	0	0	5007	1833	0	0
vsNODE96_01	39440	15064	0	2613	37870	17975	0	1846	38559	25512	0	2312
vsNODE98_01	5924	0	0	0	3410	0	0	0	5046	1331	0	0
vsNODE99_01	12836	4925	0	0	11859	5960	0	0	11677	8615	0	0
vsNODE99_02	3916	0	0	0	4401	0	0	0	4946	1469	0	0
vsNODE99_03	0	0	3747	7576	0	0	4237	6419	0	0	2581	6585
