vOTU	MI02	MI09	MI13	MI20	MII02	MII09	MII13	MII20	MIII02	MIII09	MIII13	MIII20
NODE191_03	0	0	1778	3724	0	0	1467	3225	0	0	1251	3419
NODE191_04	0	4408	0	0	0	4829	0	0	0	4869	0	0
NODE191_05	11144	923	0	0	11445	0	0	0	11580	2482	0	0
NODE192_01	0	0	757	7134	0	0	0	4983	0	0	0	4536
NODE192_02	0	0	1185	4864	0	0	1081	4071	0	0	932	3284
NODE192_03	11806	1875	0	0	11308	2041	0	0	12930	4117	0	0
NODE192_04	6578	0	0	0	5564	0	0	0	5108	0	0	0
NODE193_01	0	0	6491	5334	0	0	6623	4293	0	0	11975	3869
NODE193_02	0	0	9973	2888	0	0	9186	2161	0	0	8429	2043
NODE193_03	0	9117	0	0	0	8098	0	0	0	6706	0	0
NODE193_04	0	0	0	4008	0	0	0	2984	0	0	0	2755
NODE193_05	12963	0	0	0	13904	0	0	0	10578	0	0	0
NODE193_06	6220	2090	0	0	5741	2488	0	0	6286	3724	0	0
NODE194_01	0	0	3646	21739	0	0	4822	24506	0	0	4092	25473
NODE194_02	0	0	1262	2206	0	0	1487	3083	0	0	1298	2812
NODE194_03	4280	0	0	0	3648	0	0	0	4626	0	0	0
NODE195_01	0	6693	0	0	0	7427	0	0	0	5907	0	0
NODE195_02	0	1911	0	0	0	2629	0	0	0	4270	0	0
NODE195_03	8446	0	0	0	6172	0	0	0	8315	1337	0	0
NODE196_01	0	4493	0	0	0	3373	0	0	0	3668	0	0
NODE196_02	10898	1597	0	0	10616	2020	0	0	10982	3271	0	0
NODE196_03	5477	914	0	0	5840	0	0	0	10012	2418	0	0
NODE197_01	0	0	2076	4134	0	0	1797	4657	0	0	2309	4582
NODE197_02	0	0	1032	3960	0	0	1029	3435	0	0	1200	3690
NODE197_03	0	0	2719	5084	0	0	2428	5048	0	0	1972	5264
NODE197_04	17332	0	0	0	18305	0	0	0	19820	1607	0	0
NODE198_01	0	0	6593	8474	0	0	6190	6876	0	0	5369	5728
NODE198_02	0	10288	0	0	0	5641	0	0	0	2927	0	0
NODE198_03	5584	0	0	0	5902	0	0	0	5151	0	0	0
NODE199_01	0	9849	0	0	0	8222	0	0	0	7263	0	0
NODE199_02	0	0	1767	5635	0	0	1663	6496	0	0	2316	7314
NODE199_03	5416	6474	0	0	4619	8048	0	0	5185	12061	0	0
NODE2_01	0	0	2799	9580	0	0	3180	10137	0	0	2377	9090
NODE2_02	12777	1063	0	0	12938	1790	0	0	12336	2443	0	0
NODE2_03	0	0	5747	11245	0	0	6795	11555	0	0	6459	11762
NODE2_04	0	37106	0	0	0	26879	0	0	0	20955	0	0
NODE20_01	3407	2222	0	0	3083	2390	0	0	6226	5017	0	0
NODE20_02	0	4353	0	0	0	2883	0	0	0	1442	0	0
NODE20_03	16514	1392	0	0	20269	2214	0	0	19890	3528	0	0
NODE20_04	0	0	14821	13367	0	0	14481	13743	0	0	12173	11251
NODE201_01	8285	273725	15254	8631	5908	266416	16931	10974	6038	240034	17131	10250
NODE201_02	0	2567	0	0	0	3065	0	0	0	3266	0	0
NODE201_03	0	0	875	3860	0	0	946	4281	0	0	994	4764
NODE201_04	0	8110	0	0	0	13166	0	0	0	10996	0	0
NODE201_05	11169	0	0	0	9901	0	0	0	11608	0	0	0
NODE201_06	5099	0	0	0	4945	0	0	0	4609	0	0	0
NODE202_01	0	3433	3781	13210	0	3171	3148	8419	0	2457	2618	7182
NODE202_02	0	0	1558	4145	0	0	1783	3698	0	0	1502	3979
NODE202_03	0	2804	0	0	0	3100	0	0	0	2867	0	0
NODE202_04	6230	0	0	0	6377	0	0	0	11851	2558	0	0
NODE202_05	4463	1051	0	0	4486	1637	0	0	4128	2380	0	0
NODE203_01	0	6538	0	0	0	6433	0	0	0	5768	0	0
NODE203_02	0	0	10327	11784	0	0	9224	10372	0	0	9941	9896
NODE203_03	1978	2557	0	0	0	2686	0	0	0	3353	0	0
NODE203_04	0	0	4260	14204	0	0	4322	11635	0	0	3255	10246
NODE203_05	34794	2535	0	0	34744	3868	0	0	31649	5917	0	0
NODE203_06	4671	0	0	0	4541	0	0	0	4860	0	0	0
NODE203_07	9292	0	0	0	7100	0	0	0	8989	0	0	0
NODE204_01	0	769	5023	4694	0	0	4738	4920	0	0	5910	5144
NODE204_02	16062	0	0	0	16507	0	0	0	12451	0	0	0
NODE205_01	6603	7778	0	0	6615	10103	0	0	5875	13377	0	0
NODE205_02	0	0	0	2716	0	0	0	3565	0	0	0	4142
NODE205_03	0	0	4030	44458	0	0	3380	43753	0	0	4234	37519
NODE205_04	1787	3944	0	0	1502	4972	0	0	0	7911	0	0
NODE205_05	20964	0	0	0	23806	0	0	0	24122	1034	0	0
NODE206_01	1771	8834	0	0	1577	9291	0	0	0	11150	0	0
NODE206_02	0	0	1446	6004	0	0	1334	4537	0	0	916	3510
NODE206_03	0	0	1543	1472	0	0	2139	2135	0	0	3013	2533
NODE206_04	0	9808	0	0	0	8368	0	0	0	6898	0	0
NODE206_05	16562	3271	0	0	16440	3898	0	0	15998	6288	0	0
NODE207_01	5599	0	0	0	6215	0	0	0	5491	0	0	0
NODE207_02	45931	6139	0	0	47925	8759	0	0	46909	13723	0	0
NODE208_01	0	0	11130	16493	0	0	13451	17080	0	0	10868	17233
NODE208_02	8361	1638	0	0	8630	2473	0	0	8242	4251	0	0
NODE208_03	0	0	1947	10737	0	0	1696	7560	0	0	2229	7078
NODE208_04	4620	0	0	0	5254	0	0	0	4921	2014	0	0
NODE209_01	0	0	0	3520	0	0	0	3750	0	0	0	4292
NODE209_02	0	2195	0	0	0	2433	0	0	0	2351	0	0
NODE209_03	0	0	2431	6372	0	0	2011	6648	0	0	2142	7133
NODE209_04	9150	285607	18330	10948	6128	277806	20387	12734	7062	263948	20651	13591
NODE209_05	11841	0	0	0	9779	0	0	0	13065	1801	0	0
NODE21_01	18211	1882	0	0	19111	3355	0	0	20623	5048	0	0
NODE21_02	5816	7217	0	0	5007	10537	0	0	5679	12961	0	0
NODE21_03	7440	1186	0	0	5619	1772	0	0	7696	2760	0	0
NODE21_04	0	0	1806	7465	0	0	1506	10143	0	0	1680	9822
NODE210_01	0	0	1896	7317	0	0	1670	6580	0	0	1549	5917
NODE210_02	0	0	1953	7563	0	0	1477	10174	0	0	1736	9667
NODE210_03	0	4044	0	0	0	3882	0	1053	0	2738	0	0
NODE210_04	8170	0	0	0	9547	1404	0	0	7323	1538	0	0
NODE210_05	18031	3797	0	0	19296	5478	0	0	19285	6046	0	0
NODE211_01	0	11555	0	0	0	12859	0	0	0	8830	0	0
NODE211_02	0	0	6940	0	0	0	8126	0	0	0	7454	0
NODE211_03	0	0	854	3717	0	0	0	3780	0	0	0	3125
NODE211_04	10769	0	0	0	11616	0	0	0	12236	0	0	0
NODE211_05	12827	990	0	0	13143	0	0	0	14120	2723	0	0
NODE212_01	0	12373	0	0	0	13163	0	0	0	17105	0	0
NODE212_02	0	0	4335	4070	0	0	3439	3047	0	0	3549	2975
NODE212_03	5810	0	0	0	5405	0	0	0	5525	0	0	0
NODE212_04	4850	941	0	0	5161	1324	0	0	5405	2169	0	0
NODE213_01	0	0	18285	29619	0	0	16684	37812	0	0	19613	30417
NODE213_02	29728	0	0	0	30731	0	0	0	31561	2094	0	0
NODE214_01	0	0	1912	1214	0	0	2365	1349	0	0	1963	1323
NODE214_02	0	0	4266	18436	0	0	3901	14983	0	0	3387	13633
NODE214_03	0	11269	0	0	0	10287	0	0	0	9456	0	0
NODE215_01	0	10987	0	0	0	10896	0	0	0	10700	0	0
NODE215_02	0	0	703	3450	0	0	0	3597	0	0	0	2715
NODE215_03	11475	818	0	0	10836	0	0	0	12493	2642	0	0
NODE216_01	0	0	7802	0	0	0	8643	0	0	0	7146	0
NODE216_02	0	0	2706	0	0	0	2149	0	0	0	2534	0
NODE216_03	7274	0	0	0	8422	0	0	0	7282	0	0	0
NODE217_01	0	0	2321	2502	0	0	2219	2522	0	0	1752	2104
NODE217_02	0	0	3261	5533	0	0	2406	4554	0	0	2462	3965
NODE217_03	0	8655	0	0	0	4451	0	0	0	5143	0	0
NODE217_04	11865	0	0	0	12367	0	0	0	12199	0	0	0
NODE218_01	79358	15476	585	2051	86960	20713	0	1366	80960	31224	0	1718
NODE218_02	0	0	1711	8112	0	0	1353	8325	0	0	1536	8068
NODE218_03	0	3438	0	0	0	2935	0	0	0	3235	0	0
NODE218_04	5608	0	0	0	5753	0	0	0	5196	0	0	0
NODE219_01	3019	88411	322034	28982	1844	75670	322771	35582	2517	59867	340368	36694
NODE219_02	4885	0	0	0	5563	0	0	0	5185	948	0	0
NODE22_01	10501	4527	0	0	10376	7077	0	0	10895	9876	0	0
NODE22_02	18048	2748	0	0	18176	4235	0	0	18932	5349	0	0
NODE22_03	0	5402	0	0	0	4595	0	0	0	3744	0	0
NODE22_04	0	0	9118	9827	0	0	9554	10201	0	0	7514	8057
NODE22_05	0	0	2876	1570	0	0	3178	1775	0	0	4320	2195
NODE22_06	0	0	2962	10338	0	0	2564	9931	0	0	2432	10345
NODE220_01	0	0	7554	11114	0	0	7826	11453	0	0	7256	10346
NODE220_02	0	0	6984	14097	0	0	6481	10206	0	0	5596	9972
NODE220_03	0	0	1245	2426	0	0	1448	3026	0	0	1577	3151
NODE220_04	4291	0	0	0	4571	0	0	0	3898	0	0	0
NODE221_01	0	0	7383	4418	0	0	6925	4601	0	0	6681	3749
NODE221_02	0	6221	0	0	0	6768	0	0	0	6165	0	0
NODE221_03	0	7270	0	0	0	6467	0	0	0	5573	0	0
NODE221_04	0	0	2343	6027	0	0	2337	5553	0	0	1994	5840
NODE221_05	8868	0	0	0	9482	0	0	0	10057	0	0	0
NODE221_06	7561	0	0	0	8127	0	0	0	8041	0	0	0
NODE222_01	0	0	1376	3934	0	0	1595	5462	0	0	1951	6012
NODE223_01	0	0	18479	29207	0	0	17689	39814	0	0	19546	32431
NODE223_02	0	1774	8818	3357	0	0	10226	3835	0	0	9384	3590
NODE223_03	0	3522	0	0	0	2743	0	0	0	2699	0	0
NODE224_01	0	0	0	3835	0	0	0	3878	0	0	0	4227
NODE224_02	0	18342	1473	1713	0	11556	1536	1735	0	6669	2037	2248
NODE224_03	5480	0	0	0	5406	0	0	0	5193	0	0	0
NODE225_01	0	0	1397	9621	0	0	1018	7039	0	0	1585	6405
NODE225_02	0	0	893	5765	0	0	0	4561	0	0	0	4146
NODE225_03	11310	0	0	0	13674	0	0	0	12862	2131	0	0
NODE226_01	0	2848	0	0	0	3607	0	0	0	1539	0	0
NODE226_02	0	0	2499	3315	0	0	2732	3017	0	0	2008	3020
NODE226_03	0	0	3307	1669	0	0	2629	984	0	0	2116	0
NODE226_04	40537	5168	0	0	42460	8355	0	0	40698	12855	0	0
NODE226_05	34537	5233	0	0	32073	5060	0	0	27340	7550	0	0
NODE227_01	0	7395	0	0	0	5061	0	0	0	3271	0	0
NODE227_02	0	0	4190	9615	0	0	3883	8479	0	0	3100	7500
NODE227_03	0	2468	0	0	0	2458	0	0	0	3156	0	0
NODE227_04	6060	0	0	0	5767	0	0	0	5283	0	0	0
NODE227_05	10442	0	0	0	11225	0	0	0	9166	0	0	0
NODE228_01	0	0	5140	3726	0	0	5566	2368	0	0	6605	2064
NODE228_02	0	0	36856	2389	0	0	38542	3903	0	0	41410	3161
NODE228_03	0	1353	0	0	0	1931	0	0	0	2636	0	0
NODE228_04	0	4070	0	0	0	3529	0	0	0	4163	0	0
NODE228_05	8853	0	0	0	6290	0	0	0	8522	0	0	0
NODE228_06	5533	887	0	0	5884	1464	0	0	5070	2156	0	0
NODE229_01	0	0	5184	9455	0	0	4941	8910	0	0	4429	8064
NODE229_02	0	0	3192	1451	0	0	3137	926	0	0	3181	0
NODE229_03	0	2038	17691	20267	0	0	17888	17759	0	0	16699	16971
NODE229_04	0	2790	0	0	0	2556	0	0	0	1878	0	0
NODE229_05	16895	2663	0	0	15362	3119	0	0	19170	6328	0	0
NODE23_01	0	0	4024	2384	0	0	4644	2216	0	0	5010	2499
NODE23_02	0	0	1762	13826	0	0	1738	16615	0	0	1670	19514
NODE230_01	5389	7182	0	0	4623	10479	0	0	5713	12991	0	0
NODE230_02	0	0	1922	2467	0	0	3030	2737	0	0	4055	3480
NODE230_03	0	874	2598	3021	0	0	2947	2742	0	0	2003	2130
NODE230_04	0	0	777	7254	0	0	799	8510	0	0	0	9735
NODE230_05	0	5159	0	0	0	6114	0	0	0	3142	0	0
NODE230_06	4622	0	0	0	5694	0	0	0	5661	0	0	0
NODE231_01	0	0	6826	17455	0	0	6447	15096	0	0	5019	13804
NODE231_02	0	0	1945	0	0	0	2093	0	0	0	2879	0
NODE231_03	2892	80961	135008	0	0	67777	0	17358	2284	54154	147118	17677
NODE232_01	5784	3126	0	0	5540	4452	0	0	6466	5281	0	0
NODE232_02	0	0	11087	3880	0	0	9928	3366	0	0	9026	3439
NODE233_01	0	7711	0	0	0	7064	0	0	0	7304	0	0
NODE233_02	13990	0	0	0	14821	0	0	0	16450	2076	0	0
NODE234_01	0	0	8700	11115	0	0	8580	9873	0	0	9015	9676
NODE234_02	0	0	2279	29254	0	0	2088	30932	0	0	2235	29730
NODE234_03	0	0	1848	4771	0	0	1322	3422	0	0	0	2981
NODE235_01	2448	73442	239001	21361	1673	59869	244793	28412	2128	47051	252880	28605
NODE235_02	0	0	8042	23665	0	0	6289	18447	0	0	6943	20211
NODE235_03	0	7793	0	0	0	7305	0	0	0	5197	0	0
NODE235_04	0	0	6293	5386	0	0	7421	5549	0	0	6385	5103
NODE235_05	0	0	0	3370	0	0	0	2847	0	0	0	3080
NODE235_06	0	3120	0	0	0	2606	0	0	0	1438	0	0
NODE236_01	2246	42681	1059	1591	1482	40676	0	1776	0	43374	0	2235
NODE236_02	0	0	0	3115	0	0	0	2559	0	0	0	2201
NODE236_03	0	0	2061	10264	0	0	1797	13737	0	0	2165	13363
NODE237_01	0	0	4107	2406	0	0	4548	2870	0	0	4947	2814
NODE237_02	0	5787	18212	0	0	3956	20113	2071	0	3419	20209	1848
NODE237_03	0	23535	0	0	0	28103	0	0	0	22847	0	0
NODE237_04	0	0	889	3439	0	0	891	3514	0	0	1136	3695
NODE237_05	0	3154	0	0	0	3131	0	0	0	3043	0	0
NODE238_01	0	4507	0	0	0	4066	0	0	0	2866	0	0
NODE239_01	2713	84655	193975	19726	1664	70185	194113	24323	2231	59071	210993	24172
NODE239_02	8654	0	0	0	8897	0	0	0	8363	1745	0	0
NODE24_01	0	0	17776	0	0	0	20145	1538	0	0	19283	0
NODE24_02	5389	799	0	0	4607	0	0	0	5161	1871	0	0
NODE24_03	0	0	3873	13137	0	0	3412	12004	0	0	3310	10181
NODE240_01	0	0	5819	15849	0	0	5487	13959	0	0	4346	11869
NODE240_02	0	899	2238	2848	0	0	2171	2890	0	0	2068	2894
NODE240_03	1377	23114	0	0	1574	28544	0	0	0	23023	0	0
NODE241_01	0	20555	0	0	0	22881	0	0	0	20381	0	0
NODE241_02	0	0	1994	1966	0	0	2936	2243	0	0	3142	2683
NODE241_03	0	1860	8969	2896	0	0	10011	4021	0	0	9697	3628
NODE241_04	0	5022	2840	6270	0	0	3010	5557	0	0	3550	6216
NODE241_05	10256	1729	0	0	10547	2136	0	0	10811	5217	0	0
NODE241_06	0	2505	0	0	0	2748	0	0	0	3401	0	0
NODE242_01	0	0	6689	9955	0	0	6499	10381	0	0	6530	10025
NODE242_02	22078	0	0	0	16868	2357	0	0	20547	1750	0	0
NODE243_01	0	0	3789	11939	0	0	3595	9841	0	0	3029	11622
NODE243_02	0	0	0	5003	0	0	0	2445	0	0	0	3754
NODE243_03	0	0	1994	6737	0	0	2103	6659	0	0	1742	5966
NODE243_04	0	5029	0	0	0	3623	0	0	0	2711	0	0
NODE244_01	0	0	16150	1879	0	0	21128	2539	0	0	20020	2631
NODE244_02	0	0	1976	19605	0	0	2167	20007	0	0	1845	22399
NODE244_03	0	6080	0	0	0	3463	0	0	0	1213	0	0
NODE244_04	4425	0	0	0	3764	0	0	0	5159	0	0	0
NODE244_05	5246	1064	0	0	5423	1807	0	0	5248	2519	0	0
NODE245_01	10389	10563	0	0	10993	13648	0	0	9156	15324	0	0
NODE245_02	4073	0	0	0	4428	0	0	0	4645	1741	0	0
NODE245_03	14703	1149	0	0	14647	1646	0	0	12569	3089	0	0
NODE246_01	0	1342	2113	4274	0	0	2064	4996	0	0	2691	5615
NODE247_01	0	7699	0	0	0	9506	0	0	0	7259	0	0
NODE247_02	0	2163	9634	3397	0	0	10467	4240	0	0	10733	3816
NODE247_03	0	3952	0	0	0	3730	0	0	0	2457	0	0
NODE248_01	0	0	16049	11850	0	0	15213	10231	0	0	17157	9182
NODE248_02	0	0	9158	7770	0	0	9701	8108	0	0	9659	7975
NODE248_03	0	7046	0	0	0	4805	0	0	0	4162	0	0
NODE248_04	0	0	1371	3359	0	0	1757	5841	0	0	1812	5583
NODE248_05	0	4839	621	0	0	2704	0	0	0	1462	0	0
NODE248_06	13813	969	0	0	12408	0	0	0	13302	2653	0	0
NODE248_07	5923	0	0	0	6313	0	0	0	6152	0	0	0
NODE249_01	0	0	3114	3125	0	0	2136	2495	0	0	2766	2183
NODE249_02	0	0	3947	8201	0	0	3450	8336	0	0	3889	8234
NODE249_03	13810	2376	0	0	13429	3345	0	0	14258	3722	0	0
NODE25_01	0	0	3966	10169	0	0	3784	8661	0	0	4138	8065
NODE25_02	0	18187	0	1321	0	19185	0	0	0	14940	0	0
NODE250_01	1200	8286	0	0	0	10720	0	0	0	10508	0	0
NODE251_01	0	0	1937	0	0	0	2263	0	0	0	3238	0
NODE251_02	0	0	2546	5683	0	0	3071	4691	0	0	2547	4964
NODE252_01	0	0	3955	10108	0	0	4010	9435	0	0	3625	8601
NODE253_01	0	0	6788	5711	0	0	6975	4647	0	0	7581	4902
NODE253_02	0	13151	0	0	0	13018	0	0	0	9093	0	0
NODE253_03	11460	0	0	0	10137	0	0	0	10773	2248	0	0
NODE253_04	10137	0	0	0	8041	0	0	0	10686	1178	0	0
NODE254_01	0	0	10048	8012	0	0	9795	6804	0	0	10099	6973
NODE254_02	0	0	795	5233	0	0	0	4464	0	0	0	3537
NODE254_01	2504	1572	0	0	0	2727	0	0	0	3551	0	0
NODE254_02	0	0	0	3311	0	0	0	3531	0	0	0	3659
NODE254_03	0	4577	0	0	0	3151	0	0	0	3512	0	0
NODE254_04	8203	0	0	0	6489	0	0	0	8524	1156	0	0
NODE255_01	0	0	1691	5106	0	0	1696	7099	0	0	1898	7732
NODE255_02	0	0	1940	5862	0	0	4123	7420	0	0	4480	21995
NODE255_03	16983	2868	0	0	19097	4321	0	0	17672	5409	0	0
NODE256_01	0	0	3307	10067	0	0	2356	9582	0	0	3303	9642
NODE256_02	61053	867	0	0	65281	0	0	0	63508	3123	0	0
NODE256_03	0	0	1743	3344	0	0	1825	4095	0	0	1856	4042
NODE256_04	8092	1149	0	0	7593	1625	0	0	8453	2246	0	0
NODE257_01	0	8406	0	0	0	7266	0	0	0	10903	0	0
NODE258_01	0	1914	7013	86612	0	0	5185	62165	0	0	6018	54481
NODE258_02	28802	5514	0	0	32526	7435	0	0	32156	11783	0	0
NODE259_01	0	0	1768	2176	0	0	1866	1617	0	0	2350	1814
NODE259_02	34051	2662	0	0	32701	4422	0	0	33515	7411	0	0
NODE259_03	0	0	0	3177	0	0	0	2847	0	0	0	2285
NODE259_04	3667	0	0	0	4652	0	0	0	4154	1446	0	0
NODE26_01	5878	2028	0	0	5497	2396	0	0	6812	3577	0	0
NODE26_02	6018	0	0	0	5207	0	0	0	5000	0	0	0
NODE26_03	0	4314	0	0	0	6262	0	0	0	5052	0	0
NODE26_04	0	0	174684	16200	0	0	164591	20624	0	0	173905	18986
NODE260_01	0	5408	0	0	0	6087	0	0	0	6214	0	0
NODE260_02	2344	47638	1515	2361	1736	44338	1596	2878	1421	52039	2028	2650
NODE261_01	0	1137	6746	7593	0	0	5234	6202	0	1039	5976	7258
NODE261_02	0	0	0	4184	0	0	0	4701	0	0	0	5391
NODE261_03	0	1621	4672	5806	0	0	5004	5007	0	1594	5240	4520
NODE261_04	11105	0	0	0	10868	0	0	0	10987	0	0	0
NODE261_05	4543	0	0	0	3556	0	0	0	5002	1456	0	0
NODE262_01	0	0	2658	2399	0	0	2361	1812	0	0	2257	1528
NODE262_02	0	0	11589	10503	0	0	11482	7703	0	0	12693	8267
NODE262_03	8320	2472	0	0	8311	2935	0	0	6876	4860	0	0
NODE262_04	0	3916	0	0	0	3405	0	0	0	2412	0	0
NODE263_01	0	0	3164	10497	0	0	2654	8577	0	0	3557	9789
NODE263_02	0	0	3917	18803	0	0	3332	18393	0	0	2820	16253
NODE263_03	0	0	1149	6137	0	0	0	5008	0	0	0	4346
NODE263_04	0	4143	0	0	0	3593	0	0	0	4012	0	0
NODE263_05	7811	0	0	0	8661	0	0	0	8806	0	0	0
NODE263_06	3887	0	0	0	3513	0	0	0	3670	0	0	0
NODE264_01	13697	778	0	0	16201	0	0	0	15374	1773	0	0
NODE264_02	9809	0	0	0	9640	0	0	0	8175	0	0	0
NODE264_03	23061	3748	0	0	21654	4456	0	0	25890	8763	0	0
NODE265_01	0	0	2591	0	0	0	2660	0	0	0	2401	0
NODE265_02	0	0	1302	4954	0	0	1196	4162	0	0	1295	4753
NODE265_03	0	0	1971	8800	0	0	1754	12222	0	0	1719	11440
NODE265_04	0	2173	0	0	0	1826	0	0	0	1426	0	0
NODE265_05	8833	1561	0	0	8986	2523	0	0	8892	3284	0	0
NODE266_01	0	0	1908	1078	0	0	1464	1466	0	0	1772	1538
NODE266_02	0	0	24795	18727	0	0	21349	15621	0	0	23073	16686
NODE266_03	0	8529	0	0	0	7400	0	0	0	11633	0	0
NODE266_04	0	5278	0	0	0	3489	0	0	0	1942	933	0
NODE266_05	8898	1014	0	0	6991	1346	0	0	9370	2382	0	0
NODE266_06	10707	945	0	0	10647	0	0	0	10367	2045	0	0
NODE267_01	0	1360	2885	13185	0	0	2620	10537	0	0	2389	9779
NODE267_02	0	0	3591	2413	0	0	3675	2550	0	0	5450	3310
NODE267_03	2854	90900	280565	24856	1787	76532	290504	33108	2209	59929	302192	33521
NODE267_04	0	4101	0	0	0	4192	0	0	0	3591	0	0
NODE267_05	3930	0	0	0	3473	0	0	0	3434	1181	0	0
NODE268_01	0	1287	12005	13832	0	0	12850	12736	0	0	11294	12079
NODE269_01	0	2921	3294	6992	0	0	3727	6281	0	0	2775	5196
NODE269_02	0	4012	0	0	0	4260	0	0	0	4875	0	0
NODE269_03	8410	309820	297296	227192	5608	272114	347483	307097	7392	215285	338654	289414
NODE269_04	8064	0	0	0	8332	0	0	0	9510	1007	0	0
NODE27_01	0	65253	10026	4036	0	48994	12593	6154	0	34948	12480	6417
NODE27_02	0	6351	0	0	0	3961	0	0	0	2892	0	0
NODE27_03	4602	792	0	0	4766	0	0	0	5040	1719	0	0
NODE27_04	0	0	3047	14393	0	0	3234	17881	0	0	3696	19545
NODE270_01	0	4290	0	0	0	3893	0	0	0	2657	0	0
NODE270_02	0	2855	6654	19720	0	0	5461	16169	0	1854	4162	15886
NODE270_03	0	2684	0	0	0	4730	0	0	0	4535	0	0
NODE271_01	0	0	8092	6375	0	0	6956	5396	0	0	8247	5674
NODE271_02	0	888	2630	3776	0	0	2201	3638	0	0	2022	3725
NODE271_03	0	1857	4068	8779	0	0	4059	7969	0	0	4030	7871
NODE271_04	0	0	1076	6666	0	0	884	5336	0	0	0	4535
NODE271_05	0	0	1688	4607	0	0	1725	5994	0	0	1715	6731
NODE271_06	0	3704	0	0	0	3237	0	0	0	1989	0	0
NODE272_01	0	2886	4971	15261	0	0	4254	10715	0	0	4794	12531
NODE272_02	0	3315	0	0	0	2902	0	0	0	2089	0	0
NODE273_01	0	0	36840	12749	0	0	34779	10766	0	0	36551	10440
NODE274_01	45978	3015	0	0	47938	5291	0	0	51997	8788	0	0
NODE274_02	0	0	16312	26053	0	0	15688	34769	0	0	17346	28665
NODE274_03	0	4451	0	0	0	4342	0	0	0	2797	0	0
NODE274_04	4031	0	0	0	4031	0	0	0	4007	1027	0	0
NODE275_01	0	0	1235	0	0	0	1883	1844	0	0	2471	2691
NODE276_01	2068	2462	0	0	1866	2788	0	0	2047	4200	0	0
NODE276_02	0	0	1134	4365	0	0	1017	3752	0	0	983	3521
NODE276_03	4627	768	0	0	4676	0	0	0	4713	1547	0	0
NODE277_01	0	0	9306	10255	0	0	8883	9973	0	0	7788	8128
NODE277_02	0	18863	0	0	0	14032	0	0	0	10073	0	0
NODE277_03	0	0	695	6748	0	0	0	8297	0	0	1010	8550
NODE277_04	0	0	0	2152	0	0	0	2292	0	0	0	2042
NODE278_01	0	0	12670	5235	0	0	11768	4234	0	0	10836	3843
NODE278_02	4736	1805	0	0	4186	1883	0	0	5098	3633	0	0
NODE278_03	0	0	0	3127	0	0	0	2450	0	0	0	2195
NODE278_04	5908	0	0	0	6045	0	0	0	6286	1096	0	0
NODE279_01	0	0	2501	24887	0	0	2633	29985	0	0	2699	30555
NODE279_02	0	4561	0	0	0	4832	0	0	0	4097	0	0
NODE279_03	0	0	0	0	0	0	0	3297	0	0	0	1275
NODE28_01	12702	0	0	0	11960	0	0	0	10786	1832	0	0
NODE28_02	4562	864	0	0	4163	0	0	0	9185	2160	0	0
NODE28_03	0	4480	0	0	0	3615	0	0	0	3662	0	0
NODE28_04	0	0	2355	3069	0	0	2573	3288	0	0	2711	3523
NODE280_01	0	0	3019	0	0	0	2028	3004	0	0	7675	4295
NODE280_02	0	3777	0	0	0	4170	0	0	0	3277	0	0
NODE280_03	0	0	7729	13499	0	0	6519	10708	0	0	6750	10516
NODE281_01	0	1477	1381	2400	0	0	1960	3991	0	0	3045	4684
NODE281_02	0	3193	0	0	0	3351	0	0	0	2901	0	0
NODE281_03	9929	0	0	0	10272	0	0	0	8460	0	0	0
NODE282_01	0	4457	0	0	0	4356	0	0	0	3422	0	0
NODE282_02	0	0	3814	2673	0	0	3823	3311	0	0	4373	3345
NODE282_03	0	1318	0	0	0	2180	0	0	0	2960	0	0
NODE282_04	0	0	1109	6070	0	0	928	4181	0	0	0	5116
NODE283_01	0	6070	0	0	0	5649	0	0	0	4704	0	0
NODE283_02	0	0	11694	14075	0	0	12490	15192	0	0	9890	12842
NODE283_03	0	0	2728	8985	0	0	2149	7630	0	0	2596	6562
NODE283_04	12702	1963	0	1404	14173	2254	0	0	13979	3988	0	0
NODE284_01	0	0	1322	5086	0	0	1199	4512	0	0	0	4592
NODE284_02	0	0	1137	5245	0	0	780	4947	0	0	0	3882
NODE284_03	0	0	2149	3885	0	0	1934	4659	0	0	2232	4668
NODE284_04	2748	3613	0	0	2579	4323	0	0	2894	6288	0	0
NODE284_05	4343	0	0	0	3632	0	0	0	4917	0	0	0
NODE284_06	6456	0	0	0	7763	0	0	0	12018	2290	0	0
NODE285_01	0	1711	8741	3128	0	0	10055	3582	0	0	8741	3567
NODE285_02	0	7622	0	0	0	6947	0	0	0	6296	0	0
NODE285_03	10559	1295	0	0	11841	2328	0	0	10744	2653	0	0
NODE286_01	0	0	2779	5876	0	0	3320	5050	0	0	2298	4527
NODE286_02	0	7228	0	0	0	5307	0	0	0	5695	0	0
NODE287_01	1398	13706	0	0	1612	15492	0	0	1382	16912	0	0
NODE287_02	12924	1098	0	0	12600	1517	0	0	10634	2801	0	0
NODE287_03	9788	0	0	0	8988	0	0	0	9943	2302	0	0
NODE288_01	4504	0	0	0	4153	1226	0	0	4324	1372	0	0
NODE289_01	0	0	0	6408	0	0	675	9392	0	0	0	9419
NODE289_02	5351	0	0	0	5817	0	0	0	5546	0	0	0
NODE289_03	23082	0	0	0	18716	0	0	0	23333	1297	0	0
